CITY,Cancel_rate,LEVEL_3
Puebla,"0,09 %",cbpi_partner
Puebla,"0,02 %",cpor_ran_out_products
Puebla,"0,05 %",stockout_no_automation_removed_product
Puebla,"0,30 %",stockout_no_automation_typification
Puebla,"0,03 %",store_closed
